病态，明明是无人管教的大型犬伤人，所有的流浪狗都要被扑杀。而且像刮风一样，这个社会应该能容纳下其他动物的生存空间，他们只是生活在城市的流浪犬，命运已经让它们遭到抛弃，为何又要让人祸伤害。外国的大型野生动物进到城市是不是也要都扑杀…
流浪狗就是要捕，过期限杀。保护人重要。
流浪小强被踩死的时候你们在哪
回复@Tduxydh:全城流浪狗都抓了也找不出三只搜救犬
回复@天树dream:不赞同在无危害的情况下打狗或类似该保安的做法，但是这几天也就看到这一起，而人（儿童、老人都有）被狗咬的新闻有好几起。
回复@马路牙子小蚂蚁:我就收养过他们很乖找你这么说是不是流浪汉也该被抓走
回复@Tduxydh:搜救犬专业训化、专门管理，流浪狗你管理还是你都能收养？
那建议你看看国外是怎么对待这些流浪动物的，笑死，张嘴就来
国外的流浪狗没人收养也得处死
回复@天树dream:那也是不慎啊，有说直接扑杀的么？故意和过失一样么
回复@林哥观察:对的，很多流浪狗都攻击人的时候是成群的，以后出门随身带刀吧，遇到攻击人的狗直接抹脖子
回复@岂不奇怪:没用的，没良心做什么都无法提醒没良心的人，他们还是会厌倦后就遗弃，人还是要用法律约束
所有国家对于流浪狗收容后都是销毁处理的。
那人家地震了搜救犬就你的时候你就说你是只狗你别来粘我
流浪狗和野生动物完全不是一个概念，一个是“原住民”（本土生态系统），一个是“入侵者”（外来物种），消灭外来物种有什么问题吗？[挖鼻]
回复@林哥观察:图片评论 http://t.cn/A6WqF379
很多流浪狗都已经具有群体性，攻击性特征，你以为宠物狗摸摸头就可以抱走啊。个人不提倡当街扑杀或者虐杀，但是流浪狗的问题确实亟待解决，我国大概有四千万只流浪狗，养过狗的都知道一年开销会有多少，所以靠救助站喂养是不现实的，目前可参考的处置的确只有收容—等领养—期限过后安乐死这一条路。
回复@岂不奇怪:效果可能微乎其微，人的法律都需要健全，别说。。
回复@ritjs:不知道，应该有领养的吧？
回复@天树dream:如果这次的所谓运动，能提醒现在有狗的主人，善待自己的宠物，不要遗弃，公共场所栓绳，也算是个收获了
回复@岂不奇怪:捕回去的还不是杀了，要不然捕回去的狗，他们怎么处理
回复@岂不奇怪:微博关注一下，校园保安给勒死，处理过程中不慎死亡。
回复@岂不奇怪:就像一场运动，等过去了，似乎大家都相安无事
回复@天树dream:确实有在捕，但也没看到杀啊
回复@岂不奇怪:那你看看是不是很多地方都在这样干
哪里的信息说要全部捕杀？
流浪狗可能咬人，可能传播狂犬病，还会乱拉乱尿增加环卫负担，会捕食小动物破坏生态环境。反对虐杀，但支持集中收容和安乐死。觉得心疼爱心人士可以收养，而不是打嘴炮。
我只支持你说收容和安乐，反对虐杀
回复@杜维-鲁道夫:不好意思，请不要把那种只是图新鲜养着好玩，随随便便扔狗的人跟爱狗人士捆绑在一起，真正的爱狗人士不会扔狗
支持收容和安乐死，反对乱棍打死。
回复@叶佳期Seven:不要再说这种屁话了！
流浪狗的问题是养狗人不负责任！
对的，如果真的爱狗，就不要让它成为流浪狗！
警察和军队不会遗弃搜救犬，某些爱猫爱狗人士倒是没少干这种事。
当看到流浪狗被捕捉的瞬间，确实于心不忍。狗没问题，有问题的是弃狗和不牵狗绳的人！
原则上城市禁止养狗；现阶段可以先禁城市公布的“禁养犬”。一但发现，或举报（重奖），没收犬只、5000到万元以上罚款；对抗者甚至行政拘留、黑名单等一系列措施方能见到成效…大家的意见呢？
不同意没收犬只这点，可以罚款拘留主人，但狗让主人限期另找地方更好。还是得考虑到狗对原主人的依赖，交给政府也没精力处理。另外不同意城市全面禁养，这么极端你怎么不去月球，有禁养犬名单就可以了。
支持俩女子，流浪狗被这样对待都没攻击力，何况还是四川，地震的时候他们的同类救了多少条人命
那两女为什么不将狗抱回家
一狗救人，万狗争功，一狗咬人，万狗无声
